feature,coefficient,importance
seam faded,-0.12012224668358402,0.12012224668358402
loose seam,-0.12012224668358402,0.12012224668358402
poor fabric,-0.12012224668358402,0.12012224668358402
buy poor,-0.12012224668358402,0.12012224668358402
extremely,-0.11519218857461457,0.11519218857461457
sneaker,0.10576191193268489,0.10576191193268489
feel extremely,0.10302084402382135,0.10302084402382135
buy,0.0909819256795792,0.0909819256795792
aviator,0.09060321563167184,0.09060321563167184
dress,0.08994400645924974,0.08994400645924974
frame,-0.08927145709236416,0.08927145709236416
sweatpants,-0.08790748804137492,0.08790748804137492
stitching,-0.08314949847067121,0.08314949847067121
support,-0.07579724223264563,0.07579724223264563
running shoe,-0.0659305486470104,0.0659305486470104
running,0.06551242428253812,0.06551242428253812
trouser,0.06300884338534925,0.06300884338534925
durability,0.05630761162305651,0.05630761162305651
money,-0.0419829782922482,0.0419829782922482
shoe,-0.04104547134124197,0.04104547134124197
winter,-0.025768568578319644,0.025768568578319644
fabric feel,-0.0248282249369671,0.0248282249369671
playsuit,0.0199911231026676,0.0199911231026676
quality,0.010050961787593866,0.010050961787593866
quality fabric,0.0057764651907948675,0.0057764651907948675
fitting,0.004243352218600761,0.004243352218600761
